,SeniorCitizen,tenure,MonthlyCharges,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,churn
0,-0.2962771057553475,-0.5149120598431396,0.07220275499226411,-0.933902246215283,0.03831435208182109,0.44416183047559477,-0.8625507464204415,0.22174116767401092,-0.5001032824255669,-0.4288373405202116,-0.3001025187087738,0.2991124782260561,-0.6142053579136503,-0.5499736465412417,-0.8378812485471121,0.585685724294119,0.42304449800808797,0.39657087833960264,-0.7373231474173507,0.0
1,0.011845079772387964,-0.6764847639502773,-0.07555457850961153,-0.41097351134845445,-0.6449393784343244,-0.1767527292521954,0.5381754076320606,-0.07565693933783209,0.3668746899843179,-0.4215469244093113,-0.42162706432590935,-0.0601526878895991,-0.0669921606311007,-0.6441720449112487,0.3186723085908431,0.3739390407587315,-0.30432480025521513,-0.35813432737488043,0.05185693162747743,1.0
2,0.010893238316862775,-0.5176991627004022,0.04441962772024321,-0.7515982076918962,-0.36430975521949455,0.07993898623934002,0.8873054248778186,-0.6487320634894095,0.7426911701847956,-0.5138798619500591,-0.28774648083456505,0.1236925391246058,0.15539374455083746,-0.5623352289795861,0.22478070977275133,0.48240254492113516,-0.4859560820213297,-0.3511879726452102,0.12330903224910889,0.0
3,-0.0867295051900992,0.011251188819214799,0.06407655942327098,-0.2015720444059293,0.11381199161667192,0.14890374771209286,0.05900299211243944,-0.20755861784134316,0.09961621381501924,-0.12708860608610836,-0.02048521908162873,0.11550256110294639,0.06118868752165704,0.018851455837940435,-0.09010046402296362,0.13647495170238272,0.023618553848568025,-0.0521739465660023,0.0037956759187319222,0.0
4,0.15088970004149724,-0.42920786321417465,-0.1625644822355144,-0.339740100752565,-0.43321958764143914,-0.18185003486797188,0.19112830262836686,-0.052886273685968585,0.10642002690618142,-0.11829111833363765,-0.21118350437710506,-0.13459279826078316,-0.21742603766923707,-0.5360108693828941,0.1217955667671214,0.11986847335473208,-0.3137020019003716,-0.0516104519200295,-0.0846143265958782,0.0
5,-0.2902453463391969,0.4249454987823545,0.28301222411559757,-0.3557771769160594,0.7209594121563154,0.7601418885610033,0.06564363775850388,-0.6963483859414547,0.25101461913360906,-0.14736121881941985,0.2566196952047243,0.23990839822008636,0.3316657654596907,0.18093962392936963,0.08221866796120418,0.5527429236756375,0.02620294701948123,-0.230994583118119,0.32430018758040285,0.0
6,-0.3396101389559201,-0.1375902893835605,0.11684538220706436,-0.08549598998450766,0.2750055735873192,0.6473503416680098,-0.6469245943851655,-0.16816722217932348,-0.3319031621937669,0.165612347603855,0.23226140240928048,-0.3038279788110909,-0.2226921983323936,-0.5836063699594944,0.4304886990990742,0.5683800304105325,-0.22215116546457225,-0.146899814677476,-0.030663586300025768,0.0
7,0.5315751616674239,-2.422035514630223,0.20652511668434542,-2.5083588140652275,-0.7336456078238202,1.0293640898667344,-2.2387643277131923,1.9972139869818222,-1.0276664941411806,-1.166398222518098,-1.5184085529640778,-0.2534574808225998,-2.0832034169407994,-3.3414493635464066,-2.1650684855682245,2.618562912516513,0.1801492589239148,0.7610788561870185,-2.564402762816749,0.0
8,0.06271167055150942,-0.831048018433582,-0.0782673088638112,-0.5224414270627294,-0.7793091240964414,-0.1964972207747356,0.6488010307520378,-0.03683589735395437,0.4572809132698951,-0.5272068932702175,-0.5292517384347135,-0.08522648092993633,-0.0913574925031731,-0.8265924394453188,0.3464857068393092,0.5017906503615616,-0.3809724195360183,-0.42129262844407117,0.03380419332865505,1.0
9,-0.01012647471790846,-0.9693575598404325,0.09541403588833441,-1.0549516307219735,-0.3486671018888089,0.3574245905874439,-0.5866267590766208,0.4733242117689558,-0.2313556520851065,-0.591745156563191,-0.5416751342537633,0.032798368486541774,-0.6804224414518685,-1.1779120250819142,-0.7678423353030264,0.8643183440544334,0.009394778822694506,0.266468907161356,-0.9172568998051901,0.0
