,SeniorCitizen,tenure,MonthlyCharges,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,churn
0,-0.11550254227246975,-0.5632286070622288,0.019735507728588966,-0.6531547697566867,-0.20059523400204046,0.19541803883143313,-0.47668936723905847,0.2677154060465398,-0.26823959440718886,-0.35316373467614,-0.30734061809128016,0.0799918621295527,-0.47125305039389287,-0.6257129890682114,-0.5069237598623222,0.4356225625843766,0.11672213507454246,0.22166934221110565,-0.5698749380346734,0.0
1,0.3703206470265052,-0.5279793825727777,-0.6863654948477015,-0.7454476375713874,-0.8215296480250361,-0.6351181933401476,0.3584585206857395,-0.6786651160101347,0.01578708844987703,0.23432142635585274,-0.07082476388505149,-0.21332080918858637,-0.6009668518633533,-0.7818807553884973,0.45665876341201556,-0.3720162091190736,-0.7299729249121704,0.22995200304892263,0.060865491410032245,0.0
2,0.24263443008836308,-0.16764016646891802,0.0891468544433153,-0.16584698382847618,0.03675505120966542,0.1705231950396607,-0.16585834209509523,0.23546436306877008,0.02481243196863546,-0.05714437333648406,-0.12676966902876777,-0.16762168988128823,-0.11714798136679876,-0.4048992899214309,-0.26116428200127373,0.332306027265615,-0.16337017569692755,0.018378043371417022,-0.2942178267446844,0.0
3,-0.8003288155979164,-0.10609362686165383,0.29718639341956243,-1.140151311278552,0.6723253229422655,1.183945399433694,-0.7761221424673612,-0.6177864208400486,-0.3198613883175019,-0.4785026441097293,0.07547977119051001,0.49466563925366963,-0.27402293909259684,-0.3559952212339478,-0.32259159965704226,1.0660903798422936,0.41585341397652753,0.06560902121370704,-0.18624888189731392,0.0
4,-0.2811810248329026,-0.12731338826651295,-0.013355340196470278,-0.4541932159200882,0.32620518195938114,0.6724985317305749,-0.3501804535370032,-0.9444918998756536,-0.08440031880208265,0.28396599120391114,0.22686946070054886,-0.13641832405952664,-0.17257095688203936,-0.5475376388433048,0.6776406420611196,0.6536372961729502,-0.3181396597275426,-0.30516350619006793,0.2427623309051824,1.0
5,-0.3223407157788272,-0.1677287175147928,-0.04061293315448046,-0.14545366419858874,0.19904061428255276,0.5827559327150686,-0.724729667836321,-0.3844469276154122,-0.4436224050770745,0.3726809469642804,0.36305118971032413,-0.41844663762381423,-0.38218163562820473,-0.7365796188121341,0.6422150841177209,0.42872028431347153,-0.42036322748035876,-0.055344882152515776,0.006929562876076011,0.0
6,-0.06834264088981956,0.3193518843423236,0.14578212040496139,-0.36206057660593055,0.48578424206474424,0.40247397054986145,0.23907434106555508,-0.6646519728145583,0.32403672579512305,-0.10886885931642602,0.07866789065048006,0.29504264496807575,0.2894601213468591,0.2721634440808589,-0.06405684225783904,0.31433100693847793,0.0711160267412885,-0.1813431407875924,0.2551554159143455,0.0
7,-0.009016935463780882,-0.09910654083067968,-0.20825533230431761,-0.12113781674672194,-0.1121729095123946,-0.043993773627827436,-0.23357044481418904,-0.2186458942151341,-0.23423114274657575,0.24989354283835957,0.171621431589063,-0.214249663710253,-0.2947604736265266,-0.32717244321686156,0.22396996134157132,-0.15224294923081458,-0.30592402603239877,0.1570351166506971,-0.05106067764011451,0.0
8,-0.14641456362252042,-0.3684281480321497,-0.01408687658792786,-0.46551715524112536,-0.14872771481912203,0.11084046236982173,-0.299878204838922,0.1043778375728351,-0.1928754571162754,-0.26132295799943767,-0.21680546623550404,0.10567166261457638,-0.3106642920237309,-0.35964982109873234,-0.2959429804974285,0.2728074371679879,0.13371731211389817,0.11416885733436698,-0.31722348387773636,0.0
9,0.2219206232249465,-0.30140422012564067,0.010549373917601981,-0.2927411097427802,-0.08447604109400464,0.1182898652151966,-0.2547158425983173,0.23519595400394613,-0.07258388447571276,-0.06359738086642824,-0.1762060992373488,-0.16553825821102724,-0.2652070461512416,-0.536584899047797,-0.2634451850588316,0.3330134337812309,-0.15833470490605658,0.07742558211632297,-0.3582416610706914,0.0
10,-0.21442327192542485,-0.16469585569039283,-0.08027473429215609,-0.048523899194784725,0.016875920287659493,0.26125697519803304,-0.47103870156462124,-0.19941791938113773,-0.3328208018745509,0.25830121060645833,0.2305675154062842,-0.3141104843572601,-0.2977215701954662,-0.5025853031047052,0.42926978650031994,0.14967131048679222,-0.3123108666030054,0.00572137165598471,-0.034109672196147835,0.0
11,0.1010886513292944,-0.2156797905056446,-0.235404642584655,-0.18618534441480722,-0.2817321715852737,-0.22004682190389854,0.00871513870638857,-0.2029943618921794,-0.06861503685995318,0.13853189560210688,-0.006046659771793434,-0.13691196001256423,-0.24681818776901318,-0.3017252412220821,0.14379451270624333,-0.1743971058124862,-0.27601327488402366,0.09513677197297087,-0.0578060889769859,0.0
