,account_length,area_code,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,state,international_plan,voice_mail_plan,churn
0,-0.23818819424009507,-0.32105530741342037,-0.6419310740072672,-0.16876401203444913,0.03575709793814512,-0.38548052768798485,-0.36370944968569663,0.14883971461778026,0.09555766801654025,-0.3030513695855507,-0.07078703304355961,0.15203561502255186,0.38485843240776996,0.07673841004365699,-0.2084116744624883,0.16943401349341214,0.6918724460921581,0.09164886273939334,-0.11770706625679717,0.0
1,0.06253295675129689,-0.07997567821090545,-0.024313399247390958,-0.07593533844636736,-0.002759729131316696,0.03190441964229385,-0.06453766442518788,-0.04676703296102889,-0.05486600172856787,-0.02077300538352896,-0.00045468686381805457,-0.06294368858215435,-0.09877034879050445,-0.13191616803459866,-0.042033206330809335,0.0019656478977505484,0.012358698787200112,-0.08707677271116585,-0.08225484395705954,0.0
2,-0.48208199567117604,-0.4437463891777566,-1.2206811109506228,-0.28344863864515835,0.20573996716811743,-0.6503394704487976,-0.5754245035315906,0.25525378047080693,0.22476665274153407,-0.4600648562292183,-0.22143952268971637,0.3043148566896291,0.7410137403829563,0.15985403366104417,-0.4591398140537214,0.433719800300757,1.0796080744475978,0.22614939961023084,-0.2648122557022944,0.0
3,0.13941435872035315,0.10365904093237086,-0.11854532754821878,0.12224226704231939,0.04913868505464414,-0.12403092729933249,-0.12758467761371123,0.04660699601086559,0.12968648876829414,-0.16864983292078817,-0.2580723481156487,-0.07899414025725873,0.12898853835101684,-0.11518394282867764,-0.14545091947079083,0.09234595827146848,-0.21740454685042912,0.03974477830436764,-0.01451689925460236,0.0
4,0.3940758591462579,0.2683278231442755,-0.3655519560760397,0.3560585803276437,0.16325031737581397,-0.3743177446946112,-0.3166826293598043,0.10616097050142886,0.5451161681509753,-0.4671568926194559,-0.6778737469501798,-0.06626087247701251,0.535539886951126,-0.23983372626317473,-0.25568980215235904,0.2801099461650093,-0.37729999755491206,0.14475254382845526,0.03590378117278551,0.0
5,0.41896050318607564,0.10822985305102237,-0.3979133835244989,-0.043237821816231044,0.341446885425693,0.2282208846618878,-0.1303814919165006,0.19521831676165835,0.0023367449660381817,-0.3614783625920777,0.1459542769327887,-0.05139078833046756,-0.1319421406440962,-0.5231326260259408,-0.37496526329162716,0.11953417256687184,0.3694479195683379,0.019491767525940805,-0.2758789095907523,0.0
6,-0.24316098603784686,-0.4652354889222009,-0.6534074464202907,-0.5828417980996627,0.2567112252877193,-0.008643487903171869,-0.14378532794833151,0.09259775379172458,-0.15054271413107945,-0.1525966012300139,0.1908948310300723,-0.1126142132894386,-0.20517557147361612,-0.1404259525813058,-0.386401553743435,0.06420531772788704,0.1640109841396928,0.052866958612263176,-0.3616117943071595,0.0
7,-0.46431435017503925,-0.26209678769499783,-0.7059738029471958,-0.2863846713730936,0.06390246856267973,-0.41238143356532453,-0.1145001463792031,-0.44330384324808153,0.31618302186714203,-0.09043156524353368,-0.23072776271852882,0.4115236623563827,0.4778953995483549,0.1380966371724031,0.008933917840225951,0.09797156445865148,0.4939243232243855,-0.13468472750620322,-0.09302862993983751,1.0
8,0.5602153558029984,0.17406289381730658,-0.27572757820926724,0.1755155040391825,0.2325280957266792,0.18587035397210244,-0.2995041411404411,0.23963324150527204,0.08970721656792091,-0.37510040764332764,0.03386278478446229,0.05265600844201187,0.08579599984637674,-0.5970566963003595,-0.2479873964566437,0.272309930782789,0.8582904177256847,-0.04474044358896337,-0.2868016385834945,0.0
9,-1.1930192362809253,-1.0953518105761118,-1.1539430626303415,-0.7938307925869936,-0.14534928087744975,-0.8844585486472256,-0.47459378669483987,-0.48871221479546734,0.13165622257566936,0.10353363566658157,-0.10527266929941997,0.651859599250461,0.7928320669943684,0.6594997758900771,0.08954156575867597,0.2830139049855766,1.40734116665956,-0.2046441194586629,-0.1520820413888363,1.0
